id,name,operator,updateTime,createTime,yn,providerId
4167,上海海德众业技术创新工程有限公司,联想服务器,2013-01-28 13:51:21.210,2013-01-28 13:51:21.210,1,3949
4168,快播科技--快播家电配件,深圳市快播科技有限公司,2013-01-28 14:02:55.983,2013-01-28 14:02:55.983,1,4746
4169,深圳市金立通信设备有限公司,深圳市金立通信设备有限公司,2013-01-28 14:41:43.777,2013-01-28 14:41:43.777,1,4636
4170,吉林修正生物工程有限公司,吉林修正生物工程有限公司,2013-04-07 14:24:00.310,2013-01-28 15:01:10.557,1,4295
4171,深圳市生命力科技发展有限公司,深圳市生命力科技发展有限公司,2013-01-28 15:06:48.493,2013-01-28 15:06:48.493,1,4292
4172,济南中鲁中,济南中鲁中,2013-01-28 15:08:14.820,2013-01-28 15:08:14.820,1,2800
4173,福州百利可得进出口贸易有限公司,福州百利可得进出口贸易有限公司,2013-01-28 15:09:06.437,2013-01-28 15:09:06.437,1,4564
4174,深圳市金圣斯科技发展有限公司,深圳市金圣斯科技发展有限公司,2013-01-28 15:31:06.923,2013-01-28 15:30:29.090,1,4575
4175,沃品管理员,深圳市中天电子有限公司,2013-01-28 16:25:22.983,2013-01-28 16:25:22.983,1,4739
4176,北京进维世纪国际贸易发展有限公司,北京进维世纪国际贸易发展有限公司,2013-01-28 18:09:16.827,2013-01-28 18:09:16.827,1,4036
4177,南京安池商贸有限公司 ,南京安池商贸有限公司 ,2013-01-29 09:01:58.297,2013-01-29 09:01:58.297,1,4698
4178,debj,朵而（北京） 女性生活用品有限公司,2013-01-29 11:08:04.080,2013-01-29 11:08:04.080,1,4556
4179,北京安康利食品销售有限公司,北京安康利食品销售有限公司,2013-01-29 13:27:02.123,2013-01-29 13:27:02.123,1,4731
4180,北京清新恒盛商贸有限公司,北京清新恒盛商贸有限公司,2013-01-29 14:08:47.977,2013-01-29 14:08:47.977,1,4565
4181,深圳瑞圣特-博皓管理员,博皓管理员,2013-01-29 14:47:06.510,2013-01-29 14:47:06.510,1,4750
4182,烟台奥库管理员,烟台奥库管理员,2013-01-29 14:51:10.287,2013-01-29 14:51:10.287,1,4749
4183,北京市生力食品经销有限公司,北京市生力食品经销有限公司,2013-01-29 15:53:54.793,2013-01-29 15:53:54.793,1,85
4184,北京同仁堂生物制品开发有限公司,北京同仁堂生物制品开发有限公司,2013-01-30 11:42:23.290,2013-01-30 11:42:23.290,1,56
4185,北京同仁堂生物制品开发有限公司,北京同仁堂生物制品开发有限公司,2013-01-30 11:43:13.920,2013-01-30 11:43:13.920,1,4290
4186,厦门万名商贸有限公司,厦门万名商贸有限公司,2013-01-30 13:19:14.437,2013-01-30 13:19:14.437,1,2359
4187,厦门万名商贸有限公司 ,厦门万名商贸有限公司 ,2013-01-30 13:32:23.817,2013-01-30 13:32:23.817,1,2359
4188,厦门万名商贸有限公司,厦门万名商贸有限公司,2013-01-30 13:34:11.740,2013-01-30 13:34:11.740,1,2359
4189,沈阳艾斯凯杰商贸有限公司 ,,2013-01-30 17:34:12.133,2013-01-30 17:34:12.133,1,4076
4190,上海众贺体育用品有限公司,上海众贺体育用品有限公司,2013-01-31 13:22:37.293,2013-01-31 13:22:37.293,1,4752
4191,北京师范大学出版社,ebk0175北京师范大学出版社,2013-01-31 13:38:24.893,2013-01-31 13:38:24.893,1,4754
4192,深圳市捷高电子科技有限公司,深圳市捷高电子科技有限公司,2013-01-31 14:22:20.387,2013-01-31 14:22:20.387,1,4755
4193,帕太国际贸易（上海）有限公司,帕太国际贸易（上海）有限公司,2013-01-31 14:25:19.617,2013-01-31 14:25:19.617,1,4756
4194,大连海宝生物科技有限公司,大连海宝生物科技有限公司,2013-01-31 14:42:57.497,2013-01-31 14:42:57.497,1,4649
4195,上海发思达企业发展有限公司,上海发思达_兄弟硒鼓墨粉墨盒色带,2013-04-08 17:06:12.973,2013-01-31 16:13:20.487,1,4722
4196,常州联盛汽车附件有限公司,,2013-01-31 17:04:32.380,2013-01-31 17:04:32.380,1,4751
4197,北京金利通辉科贸有限公司,,2013-01-31 17:23:13.750,2013-01-31 17:23:13.750,1,4053
4198,南京利丰英和商贸有限公司上海分公司 ,南京利丰英和商贸有限公司上海分公司 ,2013-01-31 18:00:14.163,2013-01-31 18:00:14.163,1,4625
4199,晋江嘉年华婴儿用品有限公司,晋江嘉年华婴儿用品有限公司,2013-01-31 19:21:16.180,2013-01-31 19:17:17.943,1,4097
4200,上海晶亿贸易有限公司,,2013-02-01 10:00:37.740,2013-02-01 10:00:37.740,1,4762
4201,北京昊华书海文化发展有限公司 ,,2013-02-01 10:41:37.310,2013-02-01 10:41:37.310,1,4753
4202,上海智大国际贸易有限公司,上海智大国际贸易有限公司,2013-02-01 11:26:42.000,2013-02-01 11:26:42.000,1,4764
4203,南京利丰英和商贸有限公司上海分公司,,2013-02-01 11:40:18.083,2013-02-01 11:40:18.083,1,4625
4204,天盛宏达,,2013-02-01 14:13:56.533,2013-02-01 14:13:56.533,1,4447
4205,广州市白家贸易有限公司,广州市白家贸易有限公司,2013-02-01 14:31:22.177,2013-02-01 14:31:22.177,1,4759
4206,乐金电子（中国）有限公司,乐金-显示器,2013-02-01 15:32:52.410,2013-02-01 15:32:52.410,1,109
4207,大连保税区永川安发国际贸易有限公司,大连保税区永川安发国际贸易有限公司,2013-02-01 18:11:58.163,2013-02-01 18:03:55.830,1,4574
4208,杭州铭天汽车用品有限公司,,2013-02-04 09:48:01.497,2013-02-04 09:48:01.497,1,4766
4209,宁波日野电器有限公司,,2013-02-04 14:37:26.370,2013-02-04 14:37:26.370,1,4765
4210,北京京诚优尚进出口贸易有限公司,,2013-02-04 16:40:24.370,2013-02-04 16:40:24.370,1,4452
4211,汕头市卫士石化有限公司,,2013-02-05 10:22:31.213,2013-02-05 10:22:31.213,1,4763
4212,杭州铭天汽车用品有限公司,,2013-02-05 10:25:08.143,2013-02-05 10:25:08.143,1,4766
4213,深圳市万宝兴实业有限公司,,2013-02-05 10:57:42.067,2013-02-05 10:57:42.067,1,3371
4214,长沙市悦雅堂陶瓷有限公司,长沙市悦雅堂陶瓷有限公司,2013-02-06 09:05:28.810,2013-02-06 09:05:28.810,1,4769
4215,成都瀚志信息技术有限公司,成都瀚志信息技术有限公司,2013-02-06 09:35:21.573,2013-02-06 09:35:21.573,1,4772
4216,北京市崴灵嘉豪管理员,北京市崴灵嘉豪管理员,2013-02-06 11:56:22.413,2013-02-06 11:56:22.413,1,4768
4217,浙江少年儿童出版社有限公司 ,,2013-02-06 13:29:37.760,2013-02-06 13:29:37.760,1,4773
4218,上海威铭食品有限公司,上海威铭食品有限公司,2013-02-06 14:01:44.067,2013-02-06 14:01:44.067,1,4757
4219,中国传媒大学出版社,中国传媒大学出版社,2013-02-07 15:58:41.077,2013-02-07 15:58:41.077,1,4775
4220,北京语言大学出版社有限公司,北京语言大学出版社有限公司,2013-02-07 16:29:14.343,2013-02-07 16:29:14.343,1,4774
4221,北教小雨文化传媒（北京）有限公司,北教小雨文化传媒（北京）有限公司,2013-02-07 16:35:47.057,2013-02-07 16:35:47.057,1,4776
4222,深圳市怡亚通供应链股份有限公司,美光,2013-02-16 14:30:01.240,2013-02-16 14:30:01.240,1,1517
4223,bk1159,,2013-02-17 11:32:23.050,2013-02-17 11:32:23.050,1,4777
4224,中国科学技术出版社,,2013-02-17 11:34:04.160,2013-02-17 11:34:04.160,1,4777
4225,江苏少年儿童出版社有限公司,,2013-02-17 11:37:45.040,2013-02-17 11:37:45.040,1,4778
4226,天津翼麟投资有限公司,天津翼麟投资有限公司,2013-02-17 15:28:32.757,2013-02-17 15:28:32.757,1,4455
4227,北京壹人壹本信息科技有限公司,,2013-02-18 11:19:00.010,2013-02-17 18:38:05.857,1,3434
4228,天津市康利厨具制造有限公司,天津市康利厨具制造有限公司,2013-02-18 10:47:40.727,2013-02-18 10:47:40.727,1,4767
4229,西安圣奇仕电子科技有限公司,西安圣奇仕电子科技有限公司,2013-02-18 10:56:28.627,2013-02-18 10:54:26.843,1,4207
4230,安菲凡装饰品科技（苏州）有限公司,uncommon管理员,2013-02-18 11:03:43.770,2013-02-18 11:02:48.173,1,4770
4231,杭州瑞德文创科技有限公司,colabox管理员,2013-02-18 11:07:42.397,2013-02-18 11:07:42.397,1,4771
4232,乐金LG显示器,LG显示器,2013-02-18 15:25:29.617,2013-02-18 11:28:04.440,1,109
4233,南京林人通讯科技有限公司,南京林人通讯科技有限公司,2013-02-18 16:33:29.207,2013-02-18 16:33:29.207,1,2296
4234,中铁进出口公司-TCL-罗格朗管理员,TCL-罗格朗管理员,2013-02-18 17:22:11.560,2013-02-18 17:22:11.560,1,4779
4235,中国移动通信集团终端有限公司河北分公司,中国移动通信集团终端有限公司河北分公司,2013-02-18 17:29:14.620,2013-02-18 17:29:14.620,1,4782
4236,星宇盈辉(北京)科技有限公司,,2013-02-18 17:54:06.310,2013-02-18 17:54:06.310,1,4781
4237,北京天苑森林商贸有限公司,北京天苑森林商贸有限公司,2013-02-18 19:33:50.667,2013-02-18 19:33:50.667,1,3267
4238,上海威诺思实业发展有限公司,上海威诺思实业发展有限公司,2013-02-18 19:36:28.440,2013-02-18 19:36:28.440,1,4780
4239,intel,报表数据,2013-02-19 09:47:25.123,2013-02-19 09:47:25.123,1,2649
4240,长沙沃尔德农产品科技开发有限公司,长沙沃尔德农产品科技开发有限公司,2013-02-19 10:00:20.513,2013-02-19 10:00:20.513,1,4569
4241,南通国实贸易有限公司,南通国实贸易有限公司,2013-02-19 10:32:19.377,2013-02-19 10:32:19.377,1,56
4242,东莞妈妈爱幼童用品有限公司,东莞妈妈爱幼童用品有限公司车床,2013-02-19 10:33:08.597,2013-02-19 10:33:08.597,1,4081
4243,南通国实贸易有限公司,南通国实贸易有限公司,2013-02-19 10:34:58.210,2013-02-19 10:34:58.210,1,56
4244,北京同辉嘉迅科技有限公司,北京同辉嘉迅科技有限公司,2013-02-19 10:52:29.370,2013-02-19 10:52:29.370,1,3756
4245,宾得新光,宾得相机,2013-02-19 11:32:14.100,2013-02-19 11:32:14.100,1,3585
4246,同方股份有限公司玩具,同方股份有限公司玩具,2013-02-19 13:31:57.617,2013-02-19 13:31:57.617,1,171
4247,深圳比特,bct,2013-02-19 15:13:00.973,2013-02-19 15:13:00.973,1,4758
4248,深圳市垦拓达科技有限公司,,2013-02-19 15:45:41.060,2013-02-19 15:45:41.060,1,4646
4249,大连奥邦工业有限公司,大连奥邦工业有限公司,2013-02-19 16:30:47.870,2013-02-19 16:30:47.870,1,4579
4250,大连奥邦工业有限公司,,2013-02-19 16:38:42.200,2013-02-19 16:38:42.200,1,4579
4251,广州惠威多媒体销售部,,2013-02-20 14:40:37.687,2013-02-19 16:54:23.470,1,3415
4252,优趣汇,,2013-02-19 17:20:00.277,2013-02-19 17:20:00.277,1,2617
4253,北京志诚泰和数码办公设备股份有限公司,dell,2013-02-20 10:02:35.230,2013-02-20 10:02:35.230,1,4641
4254,北京科学技术出版社有限公司,,2013-02-20 14:00:14.520,2013-02-20 14:00:14.520,1,4783
4255,国防工业出版社发行处（少儿）,,2013-02-20 14:17:44.240,2013-02-20 14:17:44.240,1,4784
4256,广州惠威电器有限公司,,2013-02-20 14:40:46.060,2013-02-20 14:37:28.030,1,3415
4257,北京纽曼腾飞科技有限公司-移动电源,北京纽曼腾飞科技有限公司-移动电源,2013-02-20 15:17:06.613,2013-02-20 15:17:06.613,1,3181
4258,宝树万业（北京）贸易有限公司,宝树万业（北京）贸易有限公司,2013-02-20 16:28:27.317,2013-02-20 16:28:27.317,1,4790
4259,山水DVD--天琴星商贸,北京天琴星商贸有限责任公司,2013-02-20 17:25:24.320,2013-02-20 17:25:24.320,1,4796
4260,北京云辰科技有限公司,大可乐手机管理员,2013-02-20 17:38:23.617,2013-02-20 17:38:23.617,1,4740
4261,天然家居,,2013-02-20 18:15:01.487,2013-02-20 18:15:01.487,1,2481
4262,宝树万业（北京）贸易有限公司,宝树万业（北京）贸易有限公司,2013-02-20 18:48:51.660,2013-02-20 18:48:51.660,1,4790
4263,晶威利管理员,晶威利管理员,2013-02-20 19:00:25.993,2013-02-20 19:00:25.993,1,4793
4264,南京秀曼商贸有限公司,南京秀曼商贸有限公司,2013-02-21 09:06:29.297,2013-02-21 09:06:29.297,1,4787
4265,阳江鸿丰实业有限公司,,2013-02-21 11:06:36.220,2013-02-21 11:06:36.220,1,4788
4266,衢州市柯城车百汇工艺品厂,,2013-02-21 11:08:02.830,2013-02-21 11:08:02.830,1,4795
4267,北京荷美尔食品有限公司,,2013-02-21 11:42:35.877,2013-02-21 11:42:35.877,1,4627
4268,惠州市德安达电池有限公司,惠州市德安达电池有限公司,2013-02-21 13:35:56.747,2013-02-21 13:35:56.747,1,4208
4269,陕西安人文化传播有限公司（乐乐趣图书）,,2013-02-21 16:00:26.637,2013-02-21 16:00:26.637,1,1261
4270,北京长兴视讯科技有限公司 ,北京长兴视讯科技有限公司 ,2013-02-21 16:02:19.223,2013-02-21 16:02:19.223,1,4819
4271,新世界出版社有限责任公司 ,新世界出版社有限责任公司 ,2013-02-21 16:10:04.013,2013-02-21 16:10:04.013,1,514
4272,深圳市环球兴达实业有限公司,,2013-02-21 16:43:34.670,2013-02-21 16:15:08.177,1,4792
4273,上海爱丽儿工业有限公司,上海爱丽儿工业有限公司车床,2013-02-21 16:52:26.963,2013-02-21 16:52:26.963,1,4820
4274,竹之锦,,2013-02-21 17:05:11.087,2013-02-21 17:05:11.087,1,2329
4275,厦门艾德蒙,,2013-02-21 17:30:23.567,2013-02-21 17:30:23.567,1,4824
4276,中国长城工业广州有限公司,中国长城工业广州有限公司,2013-02-21 17:36:06.917,2013-02-21 17:36:06.917,1,2442
4277,江苏万企达股份有限公司,江苏万企达股份有限公司,2013-02-21 18:21:25.783,2013-02-21 18:21:25.783,1,4826
4278,北京神州数码供应链服务有限公司,北京神州数码供应链服务有限公司,2013-02-21 19:01:20.860,2013-02-21 19:01:20.860,1,1969
4279,中邮通信设备（深圳）有限公司,中邮通信设备（深圳）有限公司,2013-02-21 19:08:12.350,2013-02-21 19:08:12.350,1,4539
4280,北京欣元伟业科贸有限公司,北京欣元伟业科贸有限公司,2013-02-21 19:13:23.060,2013-02-21 19:13:23.060,1,3205
4281,广东广信通信服务有限公司,广东广信通信服务有限公司,2013-02-21 19:19:02.970,2013-02-21 19:19:02.970,1,4810
4282,上海邮银通信发展有限公司,上海邮银通信发展有限公司,2013-02-21 19:21:45.997,2013-02-21 19:21:45.997,1,4540
4283,天翼电信终端有限公司北京分公司,天翼电信终端有限公司北京分公司,2013-02-21 19:24:25.847,2013-02-21 19:24:25.847,1,4809
4284,南京良晋数码科技有限公司,南京良晋数码科技有限公司,2013-02-21 19:28:14.703,2013-02-21 19:28:14.703,1,4808
4285,上海浦银通信科技有限公司,上海浦银通信科技有限公司,2013-02-21 19:37:44.520,2013-02-21 19:37:44.520,1,4542
4286,江苏创发商贸有限责任公司,江苏创发商贸有限责任公司,2013-02-21 19:42:39.097,2013-02-21 19:42:39.097,1,4797
4287,北京恒远恒信科技发展有限公司,北京恒远恒信科技发展有限公司,2013-02-21 19:47:00.747,2013-02-21 19:47:00.747,1,3461
4288,北京网讯时代通讯技术有限公司,北京网讯时代通讯技术有限公司,2013-02-21 20:36:36.313,2013-02-21 20:36:36.313,1,4798
4289,深圳市华海创科技有限公司,深圳市华海创科技有限公司,2013-02-21 20:46:23.310,2013-02-21 20:46:23.310,1,4799
4290,上海井通通信设备有限公司,上海井通通信设备有限公司,2013-02-21 21:03:27.657,2013-02-21 21:03:27.657,1,4800
4291,上海华铸通讯科技有限公司,上海华铸通讯科技有限公司,2013-02-21 21:07:44.110,2013-02-21 21:07:44.110,1,4801
4292,中国邮电器材深圳公司,中国邮电器材深圳公司,2013-02-21 21:10:17.923,2013-02-21 21:10:17.923,1,4802
4293,广西中邮普泰移动通信设备有限责任公司,广西中邮普泰移动通信设备有限责任公司,2013-02-21 21:12:54.550,2013-02-21 21:12:54.550,1,4803
4294,上海中邮普泰移动通信设备有限责任公司,上海中邮普泰移动通信设备有限责任公司,2013-02-21 21:15:16.440,2013-02-21 21:15:16.440,1,4804
4295,哈尔滨中邮普泰移动通信设备有限责任公司,哈尔滨中邮普泰移动通信设备有限责任公司,2013-02-21 21:18:37.867,2013-02-21 21:18:37.867,1,4805
4296,江苏蜂华通信有限公司,江苏蜂华通信有限公司,2013-02-21 21:22:38.763,2013-02-21 21:22:38.763,1,4806
4297,深圳市易道时代科技有限公司,深圳市易道时代科技有限公司,2013-02-21 21:27:02.017,2013-02-21 21:27:02.017,1,4807
4298,宁波市威尔炊具制品有限公司,,2013-02-22 09:10:03.647,2013-02-22 09:10:03.647,1,2322
4299,嘉善韦尔科技有限公司,嘉善韦尔科技有限公司,2013-02-22 10:01:22.873,2013-02-22 10:01:22.873,1,2465
4300,商丘市国裕通讯器材销售有限公司,商丘市国裕通讯器材销售有限公司,2013-02-22 10:52:37.360,2013-02-22 10:52:37.360,1,4544
4301,北京华讯天星电讯科技有限责任公司,北京华讯天星电讯科技有限责任公司,2013-02-22 10:55:47.600,2013-02-22 10:55:47.600,1,4811
4302,上海视伟通讯设备有限公司,上海视伟通讯设备有限公司,2013-02-22 11:01:15.147,2013-02-22 11:01:15.147,1,4543
4303,天翼电信终端有限公司,天翼电信终端有限公司,2013-02-22 11:16:14.320,2013-02-22 11:16:14.320,1,1620
4304,杭州申骏通信科技有限公司,杭州申骏通信科技有限公司,2013-02-22 11:36:10.367,2013-02-22 11:36:10.367,1,4375
4305,北京市超前时代商贸有限公司,北京市超前时代商贸有限公司,2013-02-22 11:41:31.157,2013-02-22 11:40:43.840,1,4813
4306,上海肯奈迪工贸有限公司,上海肯奈迪工贸有限公司,2013-02-22 11:47:50.857,2013-02-22 11:47:50.857,1,4814
4307,成都泰立电信商场连锁有限公司,成都泰立电信商场连锁有限公司,2013-02-22 13:31:06.797,2013-02-22 13:31:06.797,1,4812
4308,深圳市云柯通信设备有限公司,深圳市云柯通信设备有限公司,2013-02-22 13:34:15.930,2013-02-22 13:34:15.930,1,4815
4309,中航网信（北京）科技有限公司,中航网信（北京）科技有限公司,2013-02-22 13:40:14.773,2013-02-22 13:40:14.773,1,4817
4310,四川迅捷投资管理集团有限公司,四川迅捷投资管理集团有限公司,2013-02-22 13:53:24.013,2013-02-22 13:53:24.013,1,4816
4311,魔奇,,2013-02-22 17:09:07.790,2013-02-22 17:09:07.790,1,3039
4312,上海比约客经贸发展有限公司,上海比约客经贸发展有限公司,2013-02-22 17:30:28.067,2013-02-22 17:30:28.067,1,4827
4313,南京博凡文化有限公司,,2013-02-25 10:44:08.497,2013-02-25 10:44:08.497,1,279
4314,创新诺亚舟电子（深圳）有限公司,,2013-02-25 11:22:41.390,2013-02-25 11:22:41.390,1,4748
4315,广州市卡梵亚电子科技有限公司,,2013-02-25 13:11:09.763,2013-02-25 13:11:09.763,1,3463
4316,英迈(中国)投资有限公司 ,AMD CPU,2013-02-25 13:25:19.167,2013-02-25 13:25:19.167,1,1447
4317,东莞市赛驰电子有限公司,东莞市赛驰电子有限公司,2013-02-25 15:57:02.990,2013-02-25 15:57:02.990,1,56
4318,福建省和格实业有限公司,福建省和格实业有限公司,2013-02-25 16:24:16.347,2013-02-25 16:24:16.347,1,4624
4319,东莞市赛驰电子有限公司,东莞市赛驰电子有限公司,2013-02-25 17:41:02.537,2013-02-25 17:39:37.797,1,4843
4320,白山市万河参茸有限公司,白山市万河参茸有限公司,2013-02-25 18:03:36.997,2013-02-25 18:03:36.997,1,4842
4321,陕西太白文艺出版社有限责任公司 ,陕西太白文艺出版社有限责任公司 ,2013-02-25 18:56:19.347,2013-02-25 18:56:19.347,1,1897
4322,北京外贸新创,北京外贸新创,2013-02-25 19:11:00.703,2013-02-25 19:11:00.703,1,3557
4323,天音通信有限公司北京分公司,天音通信有限公司北京分公司,2013-02-25 20:42:33.340,2013-02-25 20:42:33.340,1,4848
4324,慧讯光学商贸（上海）有限公司,慧讯光学商贸（上海）有限公司,2013-02-26 10:50:08.707,2013-02-26 10:50:08.707,1,4846
4325,厦门山国饮艺茶业有限公司,厦门山国饮艺茶业有限公司,2013-02-26 11:07:56.013,2013-02-26 11:07:56.013,1,4833
4326,艺佰联腾数码,艺佰联腾数码部门,2013-04-12 13:12:26.460,2013-02-26 11:22:49.200,1,4062
4327,北京京东世纪贸易有限公司,京东商城礼品卡,2013-02-26 13:29:17.657,2013-02-26 13:13:06.390,1,56
4328,京东世纪贸易-礼品卡,京东世纪贸易-礼品卡,2013-02-26 14:08:36.453,2013-02-26 14:08:36.453,1,4844
4329,北京宏升盛祥酒业有限公司 ,北京宏升盛祥酒业有限公司 ,2013-02-26 14:56:51.460,2013-02-26 14:56:51.460,1,2727
4330,上海桑恩贸易有限公司,上海桑恩贸易有限公司,2013-02-26 15:02:59.157,2013-02-26 15:02:59.157,1,4789
4331,丁守富,书林文化,2013-02-26 15:27:53.477,2013-02-26 15:27:53.477,1,4854
4332,广东龙粤通信设备集团有限公司,广东龙粤通信设备集团有限公司,2013-02-26 15:57:26.680,2013-02-26 15:57:26.680,1,4849
4333,安科泰,,2013-02-26 16:49:14.920,2013-02-26 16:49:14.920,1,3392
4334,上海科泰世纪科技有限公司,上海科泰世纪科技有限公司,2013-02-26 18:00:32.710,2013-02-26 18:00:32.710,1,4850
4335,上海源时贸易公司,上海源时贸易公司,2013-03-07 13:42:16.510,2013-02-27 11:51:26.527,1,4679
4336,阳江市金得宝精密陶瓷刀具制造有限公司,阳江市金得宝精密陶瓷刀具制造有限公司 ,2013-02-27 11:58:03.133,2013-02-27 11:58:03.133,1,56
4337,江苏译林出版社有限公司 ,江苏译林出版社有限公司 ,2013-02-27 15:03:27.737,2013-02-27 15:03:27.737,1,4000
4338,紫光数码有限公司,紫光显示器,2013-02-27 15:03:41.810,2013-02-27 15:03:41.810,1,3298
4339,京渔福祺海产（北京）有限公司 ,京渔福祺海产（北京）有限公司 ,2013-02-27 17:33:47.843,2013-02-27 17:33:47.843,1,2457
4340,深圳市基思瑞科技有限公司,innos管理员,2013-02-27 18:39:16.583,2013-02-27 18:39:16.583,1,4851
4341,青岛海信通信有限公司,海信手机管理员,2013-02-27 18:42:41.060,2013-02-27 18:42:41.060,1,4852
4342,上海上谊贸易有限公司,,2013-02-28 09:39:31.113,2013-02-28 09:39:31.113,1,4866
4343,佳能客服,佳能总部客服,2013-02-28 10:20:49.970,2013-02-28 10:20:49.970,1,3574
4344,台州宇森汽车用品有限公司,,2013-02-28 10:26:59.050,2013-02-28 10:26:59.050,1,4785
4345,北京索途永创商贸有限公司,,2013-02-28 10:28:51.037,2013-02-28 10:28:51.037,1,3420
4346,杭州欧联实业投资有限公司,,2013-02-28 10:31:17.680,2013-02-28 10:31:17.680,1,4864
4347,浙江新族科技有限公司,,2013-02-28 10:35:11.837,2013-02-28 10:35:11.837,1,4865
4348,上海智造空间电子商务有限公司 ,上海智造空间电子商务有限公司 ,2013-02-28 14:59:04.783,2013-02-28 14:59:04.783,1,4855
4349,佳能（中国）有限公司,佳能总部客服,2013-02-28 15:17:15.807,2013-02-28 15:17:15.807,1,56
4350,佳能（中国）有限公司,佳能（中国）有限公司北京分公司,2013-02-28 15:25:46.233,2013-02-28 15:25:46.233,1,56
4351,佳能小贴心,佳能总部客服 ,2013-02-28 15:39:33.770,2013-02-28 15:39:33.770,1,3574
4352,南通国实贸易有限公司 ,南通国实贸易有限公司 ,2013-02-28 16:18:11.153,2013-02-28 16:18:11.153,1,56
4353,南通国实贸易有限公司 ,南通国实贸易有限公司 ,2013-02-28 16:18:27.387,2013-02-28 16:18:27.387,1,56
4354,南通国实贸易有限公司 ,南通国实贸易有限公司 ,2013-02-28 16:20:27.967,2013-02-28 16:20:27.967,1,4856
4355,北京万家通电讯设备有限公司,北京万家通电讯设备有限公司-南孚电池,2013-02-28 16:43:19.303,2013-02-28 16:43:19.303,1,35
4356,东莞市恩美隆提箱贸易有限公司,东莞市恩美隆提箱贸易有限公司,2013-02-28 17:23:22.337,2013-02-28 17:23:22.337,1,1748
4357,紫光数码（苏州）集团有限公司,紫光集团戴尔服务器,2013-02-28 19:34:14.523,2013-02-28 19:34:14.523,1,3244
4358,一冉（天津）国际贸易有限公司,一冉（天津）国际贸易有限公司,2013-03-01 08:23:18.583,2013-03-01 08:23:18.583,1,4861
4359,北京亿洲创新科技发展有限公司,通用,2013-03-01 10:59:50.067,2013-03-01 10:59:50.067,1,3570
4360,深圳市邦的科技有限公司,深圳市邦的科技有限公司_键鼠,2013-05-08 16:59:06.250,2013-03-01 11:06:06.443,1,4877
4361,北京国泰东方信息技术有限公司,库客,2013-03-20 09:52:47.537,2013-03-01 11:40:53.880,1,4935
4362,北京国泰东方信息技术有限公司,,2013-03-20 09:52:09.863,2013-03-01 11:42:48.407,1,4935
4363,北京国泰东方信息技术有限公司,库客,2013-03-20 09:51:31.020,2013-03-01 13:38:44.790,1,4935
4364,哈尔滨姿雅睿经贸有限公司 ,哈尔滨姿雅睿经贸有限公司 ,2013-03-01 13:59:29.773,2013-03-01 13:55:58.993,1,2627
4365,北京乾图方园软件技术有限公司,,2013-03-04 11:53:26.473,2013-03-04 11:53:26.473,1,4821
4366,自有品牌-富声,,2013-03-04 12:02:14.760,2013-03-04 12:02:14.760,1,4853
4367,自有品牌-佳禾,,2013-03-04 12:03:30.730,2013-03-04 12:03:30.730,1,4845
4368,佛山市图美寝饰用品有限公司,,2013-03-04 13:47:12.510,2013-03-04 13:47:12.510,1,4878
4369,苏州奴佐皇家纺用品有限公司,苏州奴佐皇家纺用品有限公司,2013-03-04 13:48:47.627,2013-03-04 13:48:47.627,1,4438
4370,中国联合网络通信有限公司山东省分公司,中国联通山东,2013-03-04 13:54:51.820,2013-03-04 13:54:51.820,1,4880
4371,江苏玖久丝绸股份有限公司,,2013-03-26 13:32:17.180,2013-03-04 14:15:43.303,1,2478
4372,北京太平宝迪科技发展有限公司,,2013-03-04 14:16:13.010,2013-03-04 14:16:13.010,1,4747
4373,凯欣达,厦门凯欣达体育用品有限公司 ,2013-03-04 16:53:20.007,2013-03-04 16:53:20.007,1,4863
4374,北京华电天时教育科技有限公司玩具,北京华电天时教育科技有限公司玩具,2013-03-04 17:11:14.067,2013-03-04 17:11:14.067,1,4728
4375,北京天乙鸿基科贸有限公司,北京天乙鸿基科贸有限公司,2013-03-04 18:35:28.493,2013-03-04 18:35:28.493,1,3767
4376,上海创响,上海创响JBL音箱,2013-03-04 18:37:43.723,2013-03-04 18:37:43.723,1,4884
4377,竺玉贸易(上海)有限公司,Aprolink管理员,2013-03-04 18:59:38.770,2013-03-04 18:59:38.770,1,4883
4378,北京天润嘉业商贸有限公司,北京天润嘉业商贸有限公司,2013-03-05 09:28:56.753,2013-03-05 09:28:56.753,1,4881
4379,上海赛夫电子有限公司,上海赛夫电子有限公司,2013-03-05 09:53:51.720,2013-03-05 09:53:51.720,1,4885
4380,北京天乙鸿基科贸有限公司,,2013-03-05 10:27:35.677,2013-03-05 10:27:35.677,1,3767
4381,广州绿兹源国际贸易有限公司,,2013-03-05 10:45:42.930,2013-03-05 10:45:42.930,1,4859
4382,湖南亿嘉致远家居用品有限公司,,2013-03-05 11:08:16.527,2013-03-05 11:08:16.527,1,4882
4383,rb01asnn,艾斯妮娜香港婚纱礼服有限公司,2013-03-05 13:29:16.923,2013-03-05 13:29:16.923,1,3820
4384,宁波乐歌视讯科技股份有限公司,宁波乐歌视讯科技股份有限公司,2013-03-05 14:20:20.840,2013-03-05 14:20:20.840,1,138
4385,广州保税区稳步国际贸易有限公司,,2013-03-14 19:35:55.410,2013-03-05 14:40:59.817,1,4896
