id,providerName,providerErpId,providerCode,createTime,updateTime,yn,OWN_SIGN,providerAccount,STS,DRES,GODS
4291,广东华韩药业有限公司,6103,gdhhyy,2012-12-03 19:00:03.177,2012-12-03 19:00:03.177,1,BASE,gdhhyy,B,B,B
4292,深圳市生命力科技发展有限公司,15715,szssml,2012-12-03 19:00:33.677,2012-12-03 19:00:33.677,1,BASE,szssml,B,B,B
4293,上海丽赫邮购有限公司,17674,shlhyg,2012-12-03 19:01:27.427,2012-12-03 19:01:27.427,1,BASE,shlhyg,B,B,B
4294,上海乐弘贸易有限公司,27697,shlh,2012-12-03 19:01:54.370,2012-12-03 19:01:54.370,1,BASE,shlh,B,B,B
4295,吉林修正生物工程有限公司,8398,jlxzsw,2012-12-03 19:02:29.040,2012-12-03 19:02:29.040,1,BASE,jlxzsw,B,B,B
4296,大连成诚顺达进出口贸易有限公司,29547,dlccsd,2012-12-03 19:02:56.517,2012-12-03 19:02:56.517,1,BASE,dlccsd,B,B,B
4297,统一（上海）商贸有限公司,28583,tyshsm,2012-12-03 19:03:04.200,2012-12-03 19:03:04.200,1,BASE,tyshsm,B,B,B
4298,广州市康富来补品有限公司,27789,gzskfl,2012-12-03 19:03:12.307,2012-12-03 19:03:12.307,1,BASE,gzskfl,B,B,B
4299,北京乐康时代科贸有限公司,28018,bjlksdkm,2012-12-03 19:03:41.933,2012-12-03 19:03:41.933,1,BASE,bjlksdkm,B,B,B
4300,上海资衡电子商务有限公司,28020,shzhdzsw,2012-12-03 19:03:55.447,2012-12-03 19:03:55.447,1,BASE,shzhdzsw,B,B,B
4301,重庆芮齐贸易有限公司,24027,cqrqmy,2012-12-03 19:04:05.407,2012-12-03 19:04:05.407,1,BASE,cqrqmy,B,B,B
4302,北京派菲特贸易有限公司,29246,bjpftmy,2012-12-03 19:05:07.187,2012-12-03 19:05:07.187,1,BASE,bjpftmy,B,B,B
4303,大连树生经贸有限公司,25222,dlssjm,2012-12-03 19:05:24.143,2012-12-03 19:05:24.143,1,BASE,dlssjm,B,B,B
4304,大连虎王国际贸易有限公司,29366,dlhwgj,2012-12-03 19:05:32.620,2012-12-03 19:05:32.620,1,BASE,dlhwgj,B,B,B
4305,北京林氏恒升贸易有限公司,23030,bjlshs,2012-12-03 19:05:41.903,2012-12-03 19:05:41.903,1,BASE,bjlshs,B,B,B
4306,无锡星洲百姓人家药店连锁有限公司,29649,wxxzbxrj,2012-12-03 19:05:52.713,2012-12-03 19:05:52.713,1,BASE,wxxzbxrj,B,B,B
4307,深圳市麦卢卡贸易有限公司花园城中心专卖店,29663,shmlkmy,2012-12-03 19:06:10.877,2012-12-03 19:06:10.877,1,BASE,shmlkmy,B,B,B
4308,大连优品世家物联科技有限公司,29449,dlyp,2012-12-03 19:06:27.963,2012-12-03 19:06:27.963,1,BASE,dlyp,B,B,B
4309,陕西盛世恒兴格力电器销售有限公司,17938,sxsshx,2012-12-03 19:12:24.923,2012-12-03 19:12:24.923,1,BASE,sxsshx,B,B,B
4310,深圳市华义贸易有限公司,24037,szshymy,2012-12-03 19:12:34.227,2012-12-03 19:12:34.227,1,BASE,szshymy,B,B,B
4311,天津盛世欣兴格力电器贸易有限公司,20921,tjssxx,2012-12-03 19:13:11.807,2012-12-03 19:13:11.807,1,BASE,tjssxx,B,B,B
4312,深圳市好家庭实业有限公司,26366,szhjt,2012-12-04 10:40:42.133,2012-12-04 10:40:42.133,1,BASE,szhjt,B,B,B
4313,广州欢立天信息科技有限公司,30139,gzhlt,2012-12-04 10:43:14.007,2012-12-04 10:43:14.007,1,BASE,gzhlt,B,B,B
4314,北京碧水源净水科技有限公司,26297,bjbsyk,2012-12-04 11:33:12.383,2012-12-04 11:33:12.383,1,BASE,bjbsyk,B,B,B
4315,上海耀煜通信设备有限公司,5295,shyytx,2012-12-04 13:21:47.000,2012-12-04 13:21:47.000,1,BASE,shyytx,B,B,B
4316,北京纽曼共力数码科技有限公司,30146,bjnmgl,2012-12-04 13:27:56.513,2012-12-04 13:27:56.513,1,BASE,bjnmgl,B,B,B
4317,北京纽思曼教育科技有限公司,30156,bjnsmjy,2012-12-04 13:28:06.127,2012-12-04 13:28:06.127,1,BASE,bjnsmjy,B,B,B
4318,李志,26918,dm0008,2012-12-04 15:16:08.893,2013-03-15 19:00:51.080,1,BASE,dm0008,B,B,B
4319,中图北斗文化传媒（北京）有限公司,16261,bk1055,2012-12-04 16:15:29.410,2012-12-04 16:15:29.410,1,BASE,bk1055,B,B,B
4320,廊坊市奥耐德户外用品有限公司,26217,aldhy,2012-12-04 19:41:48.470,2012-12-04 19:41:48.470,1,BASE,aldhy,B,B,B
4321,北京溪水瑜珈健身研究中心有限公司,29683,xsyjjsyjzx,2012-12-04 19:54:10.990,2012-12-04 19:54:10.990,1,BASE,xsyjjsyjzx,B,B,B
4322,青岛元业楼宇设备有限公司,30464,qdyyly,2012-12-04 21:46:56.073,2012-12-04 21:46:56.073,1,BASE,qdyyly,B,B,B
4323,上海通衢电子科技有限公司,28991,shtq,2012-12-05 15:04:48.443,2012-12-05 15:04:48.443,1,BASE,shtq,B,B,B
4324,深圳市海美迪科技有限公司,28584,szshmd,2012-12-05 15:05:04.817,2012-12-05 15:05:04.817,1,BASE,szshmd,B,B,B
4325,北京和润天和科技有限公司,30529,bjhrth,2012-12-05 15:08:59.960,2012-12-05 15:08:59.960,1,BASE,bjhrth,B,B,B
4326,天津波罗科技有限公司,30526,tjblkj,2012-12-05 15:40:36.827,2012-12-05 15:40:36.827,1,BASE,tjblkj,B,B,B
4327,潍坊万洁经贸有限公司,30521,wfwjjm,2012-12-05 15:40:42.867,2012-12-05 15:40:42.867,1,BASE,wfwjjm,B,B,B
4328,深圳市中意喜客贸易有限公司,17552,szszyxk,2012-12-05 15:41:36.037,2012-12-26 11:44:01.993,1,BASE,szszyxk,B,B,B
4329,北京兰香侬商贸有限公司,27794,bjlxn,2012-12-05 15:41:42.650,2012-12-05 15:41:42.650,1,BASE,bjlxn,B,B,B
4330,厦门仲图食品有限公司,26030,xmzt,2012-12-05 15:41:48.607,2012-12-05 15:41:48.607,1,BASE,xmzt,B,B,B
4331,北京鑫达瑞斯商贸有限公司,27750,bjxdrs,2012-12-05 15:41:55.313,2012-12-05 15:41:55.313,1,BASE,bjxdrs,B,B,B
4332,上海德翼国际贸易有限公司,26955,shdy,2012-12-05 15:42:02.393,2012-12-05 15:42:02.393,1,BASE,shdy,B,B,B
4333,广州市雪乐贸易有限公司,30027,gzsxl,2012-12-05 15:42:20.867,2012-12-05 15:42:20.867,1,BASE,gzsxl,B,B,B
4334,北京欣康宁工贸有限公司,5562,bjxkngm,2012-12-05 15:42:39.137,2012-12-05 15:42:39.137,1,BASE,bjxkngm,B,B,B
4335,滁州市滁菊开发有限公司,29407,czcj,2012-12-05 15:52:53.093,2012-12-05 15:52:53.093,1,BASE,czcj,B,B,B
4336,北京华骏嘉业食品有限公司,27986,bjhjjy,2012-12-05 15:52:59.010,2012-12-05 15:52:59.010,1,BASE,bjhjjy,B,B,B
4337,福州掬香茶业有限公司,29371,fzjxcy,2012-12-05 15:53:04.563,2012-12-05 15:53:04.563,1,BASE,fzjxcy,B,B,B
4338,湖北银松生态食品有限公司,11788,hbys,2012-12-05 15:53:42.337,2012-12-05 15:53:42.337,1,BASE,hbys,B,B,B
4339,北京市凌人有限责任公司,4937,bjslry,2012-12-05 15:53:48.473,2012-12-05 15:53:48.473,1,BASE,bjslry,B,B,B
4340,北京百味林食品销售有限公司,29934,bjbwlsp,2012-12-05 15:56:37.993,2012-12-05 15:56:37.993,1,BASE,bjbwlsp,B,B,B
4341,杭州大热贸易有限公司,29925,hzdrmy,2012-12-05 15:57:39.780,2012-12-05 15:57:39.780,1,BASE,hzdrmy,B,B,B
4342,江西赛林贸易有限公司,994,jxsl,2012-12-05 15:57:47.813,2012-12-05 15:57:47.813,1,BASE,jxsl,B,B,B
4343,北京羲和富诚科技有限公司,17558,bjxhfckj,2012-12-05 15:57:59.947,2012-12-05 15:57:59.947,1,BASE,bjxhfckj,B,B,B
4344,广东奥飞动漫文化股份有限公司,29282,gdafdm,2012-12-05 15:58:07.563,2012-12-05 15:58:07.563,1,BASE,gdafdm,B,B,B
4345,广州聚美会信息科技有限公司,14563,bjjmh,2012-12-05 15:58:13.517,2012-12-05 15:58:13.517,1,BASE,bjjmh,B,B,B
4346,广州市仲亿皮具有限公司,27003,gzzypj,2012-12-05 15:58:42.463,2012-12-05 15:58:42.463,1,BASE,gzzypj,B,B,B
4347,深圳市润合建贸易有限公司,13453,szsrhjmy,2012-12-05 15:59:16.540,2012-12-05 15:59:16.540,1,BASE,szsrhjmy,B,B,B
4348,北京诺德行科技有限公司,17018,bjndhkj,2012-12-05 15:59:30.133,2012-12-05 15:59:30.133,1,BASE,bjndhkj,B,B,B
4349,中创华讯（福建）网络股份有限公司,28752,zchxfjwl,2012-12-05 15:59:37.083,2012-12-05 15:59:37.083,1,BASE,zchxfjwl,B,B,B
4350,深圳市威迪士贸易有限公司,29437,szswds,2012-12-05 15:59:42.707,2012-12-05 15:59:42.707,1,BASE,szswds,B,B,B
4351,广州苏锐科技有限公司,30225,gzsrkj,2012-12-05 15:59:55.183,2012-12-05 15:59:55.183,1,BASE,gzsrkj,B,B,B
4352,广州市梓潼贸易有限公司,30227,gzsztmy,2012-12-05 16:00:01.447,2012-12-05 16:00:01.447,1,BASE,gzsztmy,B,B,B
4353,北方国际集团嘉济（天津）科技有限公司,28369,bfgjjtjj,2012-12-05 16:00:10.140,2012-12-05 16:00:10.140,1,BASE,bfgjjtjj,B,B,B
4354,北京米兰驿国际贸易有限公司,27733,bjmly,2012-12-05 16:00:16.137,2012-12-05 16:00:16.137,1,BASE,bjmly,B,B,B
4355,北京瑞时代国际贸易有限公司,19936,bjrsd,2012-12-05 16:00:22.117,2012-12-05 16:00:22.117,1,BASE,bjrsd,B,B,B
4356,北京恺文通达科技发展有限公司,19649,bjkwtd,2012-12-05 16:00:29.603,2012-12-05 16:00:29.603,1,BASE,bjkwtd,B,B,B
4357,北京晶钻星光贸易有限公司,27506,hcgx,2012-12-05 16:02:59.950,2012-12-05 16:02:59.950,1,BASE,hcgx,B,B,B
4358,北京蓝月波商贸有限公司,26898,bjlyb,2012-12-05 16:03:06.110,2012-12-05 16:03:06.110,1,BASE,bjlyb,B,B,B
4359,南京美高科技有限公司,23365,njmgkj,2012-12-05 16:03:13.247,2012-12-05 16:03:13.247,1,BASE,njmgkj,B,B,B
4360,北京卓越方圆科技有限责任公司,22426,bjzyfykj,2012-12-05 16:03:19.030,2012-12-05 16:03:19.030,1,BASE,bjzyfykj,B,B,B
4361,上海翰玛诗商贸有限公司,15835,shhms,2012-12-05 16:03:24.893,2012-12-05 16:03:24.893,1,BASE,shhms,B,B,B
4362,上海予奇品牌策划有限公司,24912,shyqpp,2012-12-05 16:03:53.947,2012-12-05 16:03:53.947,1,BASE,shyqpp,B,B,B
4363,北京可亚鑫德食品有限公司,30857,bjkyxd,2012-12-05 16:03:59.903,2012-12-05 16:03:59.903,1,BASE,bjkyxd,B,B,B
4364,南京贝仙宠物用品有限公司,30631,njbxcw,2012-12-05 16:04:06.433,2012-12-05 16:04:06.433,1,BASE,njbxcw,B,B,B
4365,北京大华弘景期刊发行有限责任公司,26105,bk1115,2012-12-06 13:55:46.203,2012-12-06 13:55:46.203,1,BASE,bk1115,B,B,B
4366,漓江出版社有限公司(漓江阅美）,14131,bk0987,2012-12-06 13:55:53.177,2012-12-06 13:55:53.177,1,BASE,bk0987,B,B,B
4367,北京卓隆技贸发展公司,29444,bjzljm,2012-12-07 11:04:46.753,2012-12-07 11:04:46.753,1,BASE,bjzljm,B,B,B
4368,北京太尔荣胜电器有限公司,30491,bjters,2012-12-07 11:05:52.000,2012-12-07 11:05:52.000,1,BASE,bjters,B,B,B
4369,厦门乾球光电科技有限公司,30414,xmqqgd,2012-12-07 11:05:59.170,2012-12-07 11:05:59.170,1,BASE,xmqqgd,B,B,B
4370,北京泰来阳光科技发展有限公司,25269,bjtlyg,2012-12-07 11:06:06.840,2012-12-07 11:06:06.840,1,BASE,bjtlyg,B,B,B
4371,中国质检出版社,28753,bk1122,2012-12-07 11:06:37.603,2012-12-07 11:06:37.603,1,BASE,bk1122,B,B,B
4372,北京劲松建达科技图书有限公司,13960,bk0976,2012-12-07 11:09:52.167,2012-12-07 11:09:52.167,1,BASE,bk0976,B,B,B
4373,长沙魅丽文化传播有限公司,27062,bk1118,2012-12-07 11:11:09.157,2012-12-07 11:11:09.157,1,BASE,bk1118,B,B,B
4374,深圳市比盖商贸有限公司,29448,szbg,2012-12-07 11:25:27.647,2012-12-07 11:25:27.647,1,BASE,szbg,B,B,B
4375,杭州申骏通信科技有限公司,17706,hzsjtx,2012-12-07 11:40:22.000,2012-12-07 11:40:22.000,1,BASE,hzsjtx,B,B,B
4376,东莞市晶鑫硅橡胶制品科技有限公司,24880,dgsjx,2012-12-07 11:40:43.017,2012-12-07 11:40:43.017,1,BASE,dgsjx,B,B,B
4377,东莞市思腾电子有限公司,17015,dgsstdz,2012-12-07 11:40:49.660,2012-12-07 11:40:49.660,1,BASE,dgsstdz,B,B,B
4378,深圳市仁清科技有限公司,30224,szsrqkj,2012-12-07 11:40:58.317,2012-12-07 11:40:58.317,1,BASE,szsrqkj,B,B,B
4379,上海安亚贸易有限公司,4820,shaymy,2012-12-07 11:41:05.420,2012-12-07 11:41:05.420,1,BASE,shaymy,B,B,B
4380,成都禾润通讯有限责任公司,11770,cdhrtx,2012-12-07 11:41:19.570,2012-12-07 11:41:19.570,1,BASE,cdhrtx,B,B,B
4381,北京腾远通电讯设备有限公司,30226,bjtytdx,2012-12-07 11:42:00.767,2012-12-07 11:42:00.767,1,BASE,bjtytdx,B,B,B
4382,北京申新业科贸有限公司,27,bjsxy,2012-12-07 11:42:22.357,2012-12-07 11:42:22.357,1,BASE,bjsxy,B,B,B
4383,北京百亚联电信科技发展有限公司,100,bjbyl,2012-12-07 11:42:28.883,2012-12-07 11:42:28.883,1,BASE,bjbyl,B,B,B
4384,诺基亚（中国）投资有限公司,15775,njyzgtzyx,2012-12-07 11:43:05.603,2012-12-07 11:43:05.603,1,BASE,njyzgtzyx,B,B,B
4385,中国航空技术上海有限公司,2667,hangkong,2012-12-07 13:49:11.857,2012-12-07 13:49:11.857,1,BASE,hangkong,B,B,B
4386,廊坊盛泰电器有限公司,2232,lfst,2012-12-07 14:14:42.757,2012-12-07 14:14:42.757,1,BASE,lfst,B,B,B
4387,索力士（厦门）运动用品有限公司,24891,slsydyp,2012-12-07 14:16:12.840,2012-12-07 14:16:12.840,1,BASE,slsydyp,B,B,B
4388,东莞旺鸿五金制品有限公司,30925,dgwh,2012-12-07 14:30:48.947,2012-12-07 14:30:48.947,1,BASE,dgwh,B,B,B
4389,深圳市正东通讯科技有限公司,30926,szzdtx,2012-12-07 14:30:55.867,2012-12-07 14:30:55.867,1,BASE,szzdtx,B,B,B
4390,上海海狸实业有限公司,25258,shhl,2012-12-07 19:17:02.240,2012-12-07 19:17:02.240,1,BASE,shhl,B,B,B
4391,北京凌云恒泰制冷空调设备有限公司,927,bjlyht,2012-12-07 19:17:46.733,2012-12-07 19:17:46.733,1,BASE,BJLYHT,B,B,B
4392,江苏大宇空调设备有限公司,18875,jsdykt,2012-12-07 19:17:56.267,2012-12-07 19:17:56.267,1,BASE,jsdykt,B,B,B
4393,宁波科金机电设备有限公司,20920,nbkjjd,2012-12-07 19:18:02.680,2012-12-07 19:18:02.680,1,BASE,nbkjjd,B,B,B
4394,天津迅菱电器销售有限公司,18124,tjxldqxs,2012-12-07 19:18:09.483,2012-12-07 19:18:09.483,1,BASE,tjxldqxs,B,B,B
4395,北京友通华盛科技有限公司,5371,bjythskj,2012-12-10 17:25:15.703,2012-12-10 17:25:15.703,1,BASE,bjythskj,B,B,B
4396,上海宏龙空调电器有限公司,20154,shhltk,2012-12-10 17:30:47.807,2012-12-10 17:30:47.807,1,BASE,shhltk,B,B,B
4397,中国长城计算机深圳股份有限公司,2250,zgccjsj ,2012-12-10 18:05:00.157,2012-12-10 18:05:00.157,1,BASE,zgccjsj,B,B,B
4398,南京创维电器科技有限公司,30658,njcwdqkj,2012-12-10 18:08:57.367,2012-12-10 18:08:57.367,1,BASE,njcwdqkj,B,B,B
4399,地震出版社(本版),14954,bk1023,2012-12-10 18:11:34.417,2012-12-10 18:11:34.417,1,BASE,bk1023,B,B,B
4400,深圳市博亚时代科技有限公司,29442,szbysd ,2012-12-10 18:13:07.610,2012-12-10 18:13:07.610,1,BASE,szbysd,B,B,B
4401,上海九久读书人文化实业有限公司,16011,bk1056,2012-12-11 10:14:03.210,2012-12-11 10:14:03.210,1,BASE,bk1056,B,B,B
4402,北京科教弘博文化传播有限公司,7210,bk0674,2012-12-11 10:14:36.890,2012-12-11 10:14:36.890,1,BASE,bk0674,B,B,B
4403,北京磨铁图书有限公司（经销）,12423,bk0927,2012-12-11 10:18:56.447,2012-12-11 10:18:56.447,1,BASE,bk0927,B,B,B
4404,山东文艺出版社有限公司,14931,bk1016 ,2012-12-11 17:20:13.960,2012-12-11 17:20:13.960,1,BASE,bk1016,B,B,B
4405,北京金顶隆科技有限责任公司,30519,bjjdl,2012-12-11 17:25:33.157,2012-12-11 17:25:33.157,1,BASE,bjjdl,B,B,B
4406,深圳市欧度利方科技有限公司,30917,szsodlf,2012-12-11 18:11:21.463,2012-12-11 18:11:21.463,1,BASE,szsodlf,B,B,B
4407,北京开元智信通软件有限公司,31075,bjkyzx,2012-12-12 14:11:12.740,2012-12-12 14:11:12.740,1,BASE,bjkyzx,B,B,B
4408,海福乐五金（中国）有限公司,30213,hflwj,2012-12-12 14:44:19.200,2012-12-12 14:44:19.200,1,BASE,hflwj,B,B,B
4409,上海威亮商贸有限公司,2940,shwlsm,2012-12-13 16:50:07.280,2012-12-13 16:50:07.280,1,BASE,shwlsm,B,B,B
4410,上海百红商业贸易有限公司,11535,shbhsymy,2012-12-13 16:50:13.740,2012-12-13 16:50:13.740,1,BASE,shbhsymy,B,B,B
4411,普记元德（上海）贸易有限公司,13510,pjydshmy,2012-12-13 16:50:30.460,2012-12-13 16:50:30.460,1,BASE,pjydshmy,B,B,B
4412,北京恒天易成科贸有限公司,3970,bjsljm,2012-12-13 16:50:42.983,2012-12-13 16:50:42.983,1,BASE,bjsljm,B,B,B
4413,北京诚志创业商贸有限公司,13511,bjczcysm,2012-12-13 16:51:20.657,2012-12-13 16:51:20.657,1,BASE,bjczcysm,B,B,B
4414,北京宝格丽达商贸有限责任公司,26964,bjbgldsm,2012-12-13 16:51:36.993,2012-12-13 16:51:36.993,1,BASE,bjbgldsm,B,B,B
4415,北京中重华沃科贸有限公司,13509,bjzzhwkm,2012-12-13 16:51:48.513,2012-12-13 16:51:48.513,1,BASE,bjzzhwkm,B,B,B
4416,上海蕊丝商贸有限公司,18324,shrssm,2012-12-13 16:52:02.217,2012-12-13 16:52:02.217,1,BASE,shrssm,B,B,B
4417,北京因科顺驰科技发展有限公司,22012,yksckj,2012-12-13 16:52:12.327,2012-12-13 16:52:12.327,1,BASE,yksckj,B,B,B
4418,北京零点指标信息咨询有限责任公司,27104,ebk0426,2012-12-13 17:22:44.573,2012-12-13 17:22:44.573,1,BASE,ebk0426,B,B,B
4419,恒缘之星文化有限公司（沧浪）,5282,bk0347,2012-12-13 17:28:54.053,2012-12-13 17:28:54.053,1,BASE,bk0347,B,B,B
4420,广州市慧思哲贸易有限公司,25038,gzhsz,2012-12-13 17:30:15.583,2012-12-13 17:30:15.583,1,BASE,gzhsz,B,B,B
4421,天津婴艺国际贸易有限公司,30528,tjyygjmy,2012-12-13 17:30:22.420,2012-12-13 17:30:22.420,1,BASE,tjyygjmy,B,B,B
4422,青岛佳美惠纺织品有限公司,29357,qdjmh,2012-12-13 17:30:29.140,2012-12-13 17:30:29.140,1,BASE,qdjmh,B,B,B
4423,深圳市普焯贸易有限公司,25333,szpz,2012-12-13 17:30:36.740,2012-12-13 17:30:36.740,1,BASE,szpz,B,B,B
4424,北京润朗风清科技有限公司,30233,bjrlfq,2012-12-13 17:30:44.287,2012-12-13 17:30:44.287,1,BASE,bjrlfq,B,B,B
4425,京诚冠泰（北京）商贸有限公司,26763,jcgtbj,2012-12-13 17:31:36.203,2012-12-13 17:31:36.203,1,BASE,jcgtbj,B,B,B
4426,成都市青白江区红旗油脂有限公司,29566,cdhqyz,2012-12-13 17:33:42.453,2012-12-13 17:33:42.453,1,BASE,cdhqyz,B,B,B
4427,四川红方商贸有限公司,29658,schfsm,2012-12-13 17:33:58.377,2012-12-13 17:33:58.377,1,BASE,schfsm,B,B,B
4428,四川友嘉食品有限公司,31064,scyjsp,2012-12-13 17:34:21.730,2012-12-13 17:34:21.730,1,BASE,scyjsp,B,B,B
4429,成都倍尔香调味品有限责任公司,26590,cdbex,2012-12-13 17:34:29.747,2012-12-13 17:34:29.747,1,BASE,cdbex,B,B,B
4430,北京彤润盛贸易有限公司,26976,bjtrs,2012-12-13 17:38:43.820,2012-12-13 17:38:43.820,1,BASE,bjtrs,B,B,B
4431,北京华丰创谊商业有限公司,26900,bjhfcy,2012-12-13 17:38:52.557,2012-12-13 17:38:52.557,1,BASE,bjhfcy,B,B,B
4432,北京赛儿乐商贸中心,30831,bjsel,2012-12-13 17:39:26.290,2012-12-13 17:39:26.290,1,BASE,bjsel,B,B,B
4433,浙江上上医药保健品有限公司,30624,zjssyy,2012-12-13 17:39:37.853,2012-12-13 17:39:37.853,1,BASE,zjssyy,B,B,B
4434,山东东岳国际经贸合作股份有限公司,31024,sddygj,2012-12-13 17:40:28.693,2012-12-13 17:40:28.693,1,BASE,sddygj,B,B,B
4435,北京拓普利尔国际科技有限公司,29973,bjtple ,2012-12-13 17:40:45.457,2012-12-13 17:40:45.457,1,BASE,bjtple,B,B,B
4436,桐乡市新丽丝绵有限公司,29880,txxlsm,2012-12-13 17:41:00.460,2012-12-13 17:41:00.460,1,BASE,txxlsm,B,B,B
4437,上海馨语家用纺织品有限公司,29904,shxyjy,2012-12-13 17:41:16.293,2012-12-13 17:41:16.293,1,BASE,shxyjy,B,B,B
4438,苏州奴佐皇家纺用品有限公司,30401,sznzhjf,2012-12-13 17:41:24.530,2012-12-13 17:41:24.530,1,BASE,sznzhjf,B,B,B
4439,广州兆胜贸易有限公司,29650,gzzsmy,2012-12-13 17:41:31.853,2012-12-13 17:41:31.853,1,BASE,gzzsmy,B,B,B
4440,北京艺尚艺宝商贸有限公司,26848,bjysyb,2012-12-13 17:42:18.977,2012-12-13 17:42:18.977,1,BASE,bjysyb,B,B,B
4441,北京市谦宏贸易有限公司,2747,bjqhmy,2012-12-13 17:43:05.990,2012-12-13 17:43:05.990,1,BASE,bjqhmy,B,B,B
4442,石家庄都香凝商贸有限公司,5553,sjzdxnsm,2012-12-13 17:44:25.820,2012-12-13 17:44:25.820,1,BASE,sjzdxnsm,B,B,B
4443,青岛世比奥国际贸易有限公司,21950,qdsba,2012-12-13 17:44:34.220,2012-12-13 17:44:34.220,1,BASE,qdsba,B,B,B
4444,北京九鼎源科技发展有限公司,24917,bjjdy,2012-12-13 17:44:43.433,2012-12-13 17:44:43.433,1,BASE,bjjdy,B,B,B
4445,上海长发丰源多媒体销售有限公司,15643,shcffy,2012-12-13 17:44:51.707,2012-12-13 17:44:51.707,1,BASE,shcffy,B,B,B
4446,北京润泰嘉尚商贸有限公司,12054,bjrtjs,2012-12-13 17:45:01.133,2012-12-13 17:45:01.133,1,BASE,bjrtjs,B,B,B
4447,北京天盛宏达商贸有限公司,615,bjtshd,2012-12-13 17:45:11.257,2012-12-13 17:45:11.257,1,BASE,bjtshd,B,B,B
4448,香飘四海（北京）科技有限公司,13555,xpshbjkj,2012-12-13 17:45:19.070,2012-12-13 17:45:19.070,1,BASE,xpshbjkj,B,B,B
4449,北京朗月鑫盛科贸有限公司,15169,bjlyxskm,2012-12-13 17:45:43.950,2012-12-13 17:45:43.950,1,BASE,bjlyxskm,B,B,B
4450,百互润贸易（上海）有限公司,17180,bhrmy,2012-12-13 17:45:54.253,2012-12-13 17:45:54.253,1,BASE,bhrmy,B,B,B
4451,上海雨仁文化传播有限公司,17360,shyrwh,2012-12-13 17:46:01.973,2012-12-13 17:46:01.973,1,BASE,shyrwh,B,B,B
4452,北京京诚优尚进出口贸易有限公司,21760,bjjcys,2012-12-13 17:46:11.203,2012-12-13 17:46:11.203,1,BASE,bjjcys,B,B,B
4453,北京艾思亚科贸有限公司,23527,bjasykm,2012-12-13 17:46:20.110,2012-12-13 17:46:20.110,1,BASE,bjasykm,B,B,B
4454,深圳市爱姬玛琳贸易有限公司,17359,szsaj,2012-12-13 17:46:29.620,2012-12-13 17:46:29.620,1,BASE,szsaj,B,B,B
4455,天津翼麟投资有限公司,16457,tjyltz,2012-12-13 17:46:37.990,2012-12-13 17:46:37.990,1,BASE,tjyltz,B,B,B
4456,上海夏尚贸易有限公司,8918,shxsmy,2012-12-13 17:46:51.827,2012-12-13 17:46:51.827,1,BASE,shxsmy,B,B,B
4457,来丽雅诗商贸（天津）有限公司,3627,llyssm,2012-12-13 17:47:11.237,2012-12-13 17:47:11.237,1,BASE,llyssm,B,B,B
4458,上海福琅贸易有限公司,27121,shfl,2012-12-13 17:47:26.927,2012-12-13 17:47:26.927,1,BASE,shfl,B,B,B
4459,百芙润贸易（上海）有限公司,26852,bfrmy,2012-12-13 17:47:36.163,2012-12-13 17:47:36.163,1,BASE,bfrmy,B,B,B
4460,北京振兴兴盛日用品有限公司,6042,bjzxxsryp,2012-12-13 17:50:14.623,2012-12-13 17:50:14.623,1,BASE,bjzxxsryp,B,B,B
4461,无锡市程泰塑胶有限公司,30215,wxsctsj,2012-12-13 17:50:36.570,2012-12-13 17:50:36.570,1,BASE,wxsctsj,B,B,B
4462,景德镇市欢享商贸有限公司,27234,jdzshxsm,2012-12-13 17:50:46.843,2012-12-13 17:50:46.843,1,BASE,jdzshxsm,B,B,B
4463,北京北科佳诚科技有限公司,30854,bjbkjc,2012-12-13 17:50:54.613,2012-12-13 17:50:54.613,1,BASE,bjbkjc,B,B,B
4464,捷赫（上海）电子有限公司,30535,jhsh ,2012-12-13 19:02:50.647,2012-12-13 19:02:50.647,1,BASE,jhsh,B,B,B
4465,台州市花之王商贸有限公司,10949,tzshzw,2012-12-13 19:03:40.263,2012-12-13 19:03:40.263,1,BASE,tzshzw,B,B,B
4466,北京汇通恒睿科技有限公司,17286,bjhthr,2012-12-13 19:03:53.480,2012-12-13 19:03:53.480,1,BASE,bjhthr,B,B,B
4467,北京科瀚伟业教育科技有限公司,15604,bk1042,2012-12-13 19:08:22.650,2012-12-13 19:08:22.650,1,BASE,bk1042,B,B,B
4468,北京文苑文化发展公司,22509,bk1079,2012-12-13 19:08:55.987,2012-12-13 19:08:55.987,1,BASE,bk1079,B,B,B
4469,北京杰森客贸易有限公司,30489,bjjsk,2012-12-13 19:12:04.070,2012-12-13 19:12:04.070,1,BASE,bjjsk,B,B,B
4470,北京百华泰和贸易有限公司,30621,bjbhthmyyxgs,2012-12-13 19:12:17.340,2012-12-13 19:12:17.340,1,BASE,bjbhthmyyxgs,B,B,B
4471,盛世新华文化传媒（天津）有限公司,30345,bk130,2012-12-13 19:12:44.193,2012-12-13 19:12:44.193,1,BASE,bk130,B,B,B
4472,天津麒麟祥和纺织品贸易有限公司,28910,tjqlxh,2012-12-13 19:22:16.320,2012-12-13 19:22:16.320,1,BASE,tjqlxh,B,B,B
4473,北京涵祺洪达商贸有限公司,18539,bjhqhd ,2012-12-13 19:22:31.370,2012-12-13 19:22:31.370,1,BASE,bjhqhd,B,B,B
